../Data/Cancer/Train/Benign/0.jpg,1
../Data/Cancer/Train/Benign/1.jpg,1
../Data/Cancer/Train/Benign/2.jpg,1
../Data/Cancer/Train/Benign/3.jpg,1
../Data/Cancer/Train/Benign/4.jpg,1
../Data/Cancer/Train/Benign/5.jpg,1
../Data/Cancer/Train/Benign/6.jpg,1
../Data/Cancer/Train/Benign/7.jpg,1
../Data/Cancer/Train/Benign/8.jpg,1
../Data/Cancer/Train/Benign/9.jpg,1
../Data/Cancer/Train/Benign/10.jpg,1
../Data/Cancer/Train/Benign/11.jpg,1
../Data/Cancer/Train/Benign/12.jpg,1
../Data/Cancer/Train/Benign/13.jpg,1
../Data/Cancer/Train/Benign/14.jpg,1
../Data/Cancer/Train/Benign/15.jpg,1
../Data/Cancer/Train/Benign/16.jpg,1
../Data/Cancer/Train/Benign/17.jpg,1
../Data/Cancer/Train/Benign/18.jpg,1
../Data/Cancer/Train/Benign/19.jpg,1
../Data/Cancer/Train/Benign/20.jpg,1
../Data/Cancer/Train/Benign/21.jpg,1
../Data/Cancer/Train/Benign/22.jpg,1
../Data/Cancer/Train/Benign/23.jpg,1
../Data/Cancer/Train/Benign/24.jpg,1
../Data/Cancer/Train/Benign/25.jpg,1
../Data/Cancer/Train/Benign/26.jpg,1
../Data/Cancer/Train/Benign/27.jpg,1
../Data/Cancer/Train/Benign/28.jpg,1
../Data/Cancer/Train/Benign/29.jpg,1
../Data/Cancer/Train/Benign/30.jpg,1
../Data/Cancer/Train/Benign/31.jpg,1
../Data/Cancer/Train/Benign/32.jpg,1
../Data/Cancer/Train/Benign/33.jpg,1
../Data/Cancer/Train/Benign/34.jpg,1
../Data/Cancer/Train/Benign/35.jpg,1
../Data/Cancer/Train/Benign/36.jpg,1
../Data/Cancer/Train/Benign/37.jpg,1
../Data/Cancer/Train/Benign/38.jpg,1
../Data/Cancer/Train/Benign/39.jpg,1
../Data/Cancer/Train/Benign/40.jpg,1
../Data/Cancer/Train/Benign/41.jpg,1
../Data/Cancer/Train/Benign/42.jpg,1
../Data/Cancer/Train/Benign/43.jpg,1
../Data/Cancer/Train/Benign/44.jpg,1
../Data/Cancer/Train/Benign/45.jpg,1
../Data/Cancer/Train/Benign/46.jpg,1
../Data/Cancer/Train/Benign/47.jpg,1
../Data/Cancer/Train/Benign/48.jpg,1
../Data/Cancer/Train/Benign/49.jpg,1
../Data/Cancer/Train/Benign/50.jpg,1
../Data/Cancer/Train/Benign/51.jpg,1
../Data/Cancer/Train/Benign/52.jpg,1
../Data/Cancer/Train/Benign/53.jpg,1
../Data/Cancer/Train/Benign/54.jpg,1
../Data/Cancer/Train/Benign/55.jpg,1
../Data/Cancer/Train/Benign/56.jpg,1
../Data/Cancer/Train/Benign/57.jpg,1
../Data/Cancer/Train/Benign/58.jpg,1
../Data/Cancer/Train/Benign/59.jpg,1
../Data/Cancer/Train/Benign/60.jpg,1
../Data/Cancer/Train/Benign/61.jpg,1
../Data/Cancer/Train/Benign/62.jpg,1
../Data/Cancer/Train/Benign/63.jpg,1
../Data/Cancer/Train/Benign/64.jpg,1
../Data/Cancer/Train/Benign/65.jpg,1
../Data/Cancer/Train/Benign/66.jpg,1
